WKT,LINEARID,FULLNAME,RTTYP,MTFCC
"LINESTRING (-85.473042 31.88562,-85.472186 31.884336)",110685806983,,,S1400
"LINESTRING (-85.447708 31.878148,-85.447708 31.879281)",110685798866,1st Ln,M,S1400
"LINESTRING (-85.405587 31.928899,-85.404103 31.928451,-85.403539 31.927908,-85.403454 31.927282,-85.403151 31.92698,-85.402782 31.926501)",110685807163,,,S1400
"LINESTRING (-85.455774 31.874101,-85.455824 31.874438,-85.455864 31.874581)",110685807348,,,S1400
"LINESTRING (-85.368829 31.857867,-85.369023 31.858377)",110685806774,,,S1400
"LINESTRING (-85.438646 31.879884,-85.439208 31.879913,-85.43961 31.879962,-85.439768 31.879978,-85.439921 31.879979,-85.440058 31.879969,-85.440169 31.879947,-85.440275 31.879914,-85.440345 31.879859,-85.440377 31.879799,-85.440402 31.879729,-85.440421 31.879627,-85.44043 31.879528,-85.440431 31.879347)",110685800001,Lodge Ave,M,S1400
"LINESTRING (-85.43575 31.880883,-85.435782 31.881235,-85.43579 31.881521,-85.435787 31.881595,-85.435768 31.881667,-85.435734 31.881734,-85.435674 31.88187,-85.435639 31.882013,-85.435621 31.882157,-85.435595 31.882514,-85.435587 31.882581)",110685799851,Faulk Ln,M,S1400
"LINESTRING (-85.472765 31.859872,-85.472866 31.859975,-85.472945 31.860056,-85.473026 31.860185,-85.473048 31.860257,-85.473059 31.8604)",110685807333,,,S1400
"LINESTRING (-85.458828 31.885187,-85.458803 31.885316,-85.458771 31.88545,-85.458747 31.885521,-85.458696 31.885583,-85.45864 31.885641,-85.458563 31.885681,-85.45848 31.885694,-85.457944 31.885594,-85.457695 31.885543,-85.457223 31.885454)",110685806303,,,S1400
"LINESTRING (-85.436378 31.878029,-85.436428 31.87819,-85.436448 31.878279,-85.436458 31.878366,-85.436461 31.878468,-85.436434 31.879173,-85.436422 31.87949,-85.436409 31.879636,-85.436409 31.879782,-85.436434 31.879926,-85.436465 31.880069,-85.436459 31.880284,-85.436466 31.880343,-85.436492 31.880385,-85.436526 31.880421)",110685801124,Charity Ln,M,S1400
"LINESTRING (-85.346894 31.945781,-85.34722 31.945571,-85.347985 31.944665,-85.348123 31.944386,-85.348101 31.943899,-85.347867 31.94332,-85.347899 31.942764,-85.347981 31.942718,-85.348123 31.942022,-85.348397 31.941581,-85.349023 31.940999,-85.349785 31.940602,-85.35003 31.940369,-85.350059 31.940183,-85.350304 31.939997,-85.35063 31.940039,-85.351011 31.940287,-85.351336 31.940261,-85.351523 31.94012,-85.351768 31.939938,-85.351983 31.93996,-85.352386 31.940648,-85.352575 31.941495,-85.352655 31.941541,-85.352655 31.941678,-85.353274 31.942595,-85.353623 31.943809,-85.354726 31.945571,-85.355049 31.946854,-85.355103 31.948481,-85.355238 31.949214)",110685806619,,,S1400
"LINESTRING (-85.369331 31.882887,-85.368982 31.883139,-85.368848 31.883483,-85.368983 31.884399,-85.369601 31.885178,-85.369951 31.886965,-85.369897 31.887354,-85.369334 31.888523,-85.369281 31.889141,-85.369013 31.890104,-85.369013 31.890837,-85.368879 31.891295)",110685806548,,,S1400
"LINESTRING (-85.462178 32.011305,-85.462582 32.011878,-85.462609 32.012014,-85.463416 32.012817,-85.464196 32.013046,-85.464976 32.013435,-85.465406 32.013435,-85.466723 32.013252,-85.467234 32.013435,-85.467826 32.013985,-85.46831 32.014282,-85.468848 32.014373,-85.469386 32.014305,-85.470326 32.013778,-85.471187 32.013823,-85.47245 32.013525,-85.472881 32.013342,-85.473149 32.013067,-85.473526 32.012448,-85.473821 32.012219,-85.475058 32.012034,-85.475477 32.011896,-85.476375 32.0116,-85.476967 32.011325)",110685806357,,,S1400
"LINESTRING (-85.364883 31.824152,-85.363901 31.823988,-85.363298 31.823986,-85.362857 31.82395,-85.362256 31.823773)",110685807746,,,S1740
"LINESTRING (-85.355922 31.804768,-85.356512 31.805022,-85.357422 31.805732,-85.358603 31.806145,-85.359167 31.806535,-85.361044 31.807294,-85.36209 31.807592)",110685806326,,,S1400
"LINESTRING (-85.385595 31.863499,-85.385497 31.863397,-85.385429 31.863262,-85.385419 31.863205)",110685807393,,,S1400
"LINESTRING (-85.40425 31.861486,-85.404141 31.861628,-85.404138 31.861703,-85.404169 31.861772,-85.404187 31.861844,-85.404201 31.861967)",110685802124,Saw Mill Rd,M,S1400
"LINESTRING (-85.393881 31.863414,-85.393699 31.863442,-85.393645 31.863464,-85.393314 31.863505,-85.393205 31.863479)",110685806804,,,S1400
"LINESTRING (-85.418667 31.863202,-85.4197 31.863374,-85.420879 31.863568,-85.42103 31.863589,-85.421129 31.863609,-85.42172 31.863704,-85.422896 31.863903,-85.423439 31.863991,-85.42351 31.864004,-85.423578 31.864011,-85.42568 31.864357,-85.426025 31.864415)",110685802164,Southern Byp,M,S1200
"LINESTRING (-85.465461 31.87014,-85.465614 31.870081,-85.466069 31.869933)",110685807532,,,S1630
"LINESTRING (-85.461156 31.885639,-85.46119 31.885506,-85.461214 31.885436,-85.46126 31.885372,-85.461351 31.885277,-85.461154 31.885212,-85.461089 31.885194,-85.460823 31.885097)",110685807543,,,S1630
"LINESTRING (-85.476194 31.907914,-85.476662 31.908111,-85.477775 31.909071,-85.477797 31.909213,-85.478 31.909522,-85.479202 31.909832,-85.479697 31.909754,-85.47993 31.909557)",110685807734,,,S1740
"LINESTRING (-85.443373 31.752014,-85.443397 31.751923,-85.443465 31.751875,-85.443552 31.751861,-85.443722 31.751867)",110685806559,,,S1400
"LINESTRING (-85.643481 31.715157,-85.643661 31.715405,-85.646263 31.718656,-85.646558 31.719015,-85.646865 31.719364,-85.647003 31.719505,-85.647194 31.719701,-85.647547 31.720017,-85.647731 31.72017,-85.647919 31.720318,-85.649494 31.721442,-85.649579 31.721495,-85.649711 31.721588,-85.649906 31.721709,-85.650102 31.72187,-85.651281 31.722702,-85.652464 31.723547,-85.65424 31.724805,-85.654946 31.725308)",110685803648,Shelly Jackson St,M,S1400
"LINESTRING (-85.690692 31.712655,-85.692303 31.711179,-85.692896 31.710006,-85.693701 31.709246,-85.695876 31.707884,-85.69644 31.707445,-85.696655 31.707101,-85.696683 31.706709,-85.696095 31.705765,-85.695186 31.704567,-85.694933 31.704077,-85.694329 31.702916,-85.694034 31.702618,-85.693096 31.702114,-85.692802 31.701839,-85.691515 31.701987,-85.691408 31.701999,-85.690577 31.702368,-85.690122 31.702713,-85.689211 31.70315,-85.688755 31.70354,-85.68846 31.703977,-85.688219 31.704183,-85.68771 31.704298,-85.684869 31.704372,-85.683663 31.704557,-85.682805 31.704879,-85.680581 31.705984,-85.679268 31.706375,-85.678812 31.706674,-85.678544 31.707042,-85.678222 31.708052,-85.678195 31.708557)",110685807384,,,S1400
"LINESTRING (-85.685491 31.710906,-85.685605 31.710775,-85.685668 31.710721,-85.685798 31.710631)",110685806598,,,S1400
"LINESTRING (-85.610273 31.664068,-85.610493 31.664035,-85.61112 31.66396,-85.612804 31.663747,-85.613226 31.663685,-85.613641 31.663602,-85.614053 31.663497,-85.614454 31.66337,-85.614844 31.663225,-85.61523 31.663061,-85.616372 31.662562,-85.616755 31.662399,-85.617141 31.662243,-85.617529 31.662093,-85.617924 31.66196,-85.618324 31.661837,-85.618729 31.661723,-85.620774 31.661198,-85.62119 31.661082,-85.621586 31.660942,-85.621968 31.660767,-85.622325 31.660564,-85.62266 31.660333,-85.622966 31.660075,-85.623544 31.659538,-85.624699 31.658461,-85.625 31.6582,-85.625331 31.657975,-85.625686 31.657809,-85.625701 31.657802,-85.626107 31.657695,-85.626529 31.657661,-85.626951 31.657662,-85.627375 31.657686,-85.627533 31.657698,-85.6278 31.657717,-85.62865 31.657768,-85.631638 31.657953,-85.632064 31.657992,-85.63249 31.658041,-85.632918 31.658096,-85.633341 31.658158,-85.633759 31.658232,-85.635424 31.658564,-85.636252 31.658735,-85.637912 31.65907,-85.640003 31.659486,-85.640421 31.659573,-85.640837 31.659654,-85.641248 31.65976,-85.641651 31.659892,-85.642034 31.66005,-85.642408 31.660241,-85.642759 31.660448,-85.643083 31.660685,-85.643393 31.660939,-85.645221 31.66249,-85.647036 31.664043,-85.647408 31.664353,-85.649142 31.665833,-85.649285 31.666013,-85.649516 31.666322,-85.649663 31.666504,-85.650426 31.667395,-85.650809 31.667846)",110685803769,Easterlings Mill Rd,M,S1400
"LINESTRING (-85.468632 31.866645,-85.468785 31.866665,-85.468952 31.86668,-85.469123 31.866685,-85.469465 31.866664,-85.469586 31.866661,-85.469638 31.86666,-85.469809 31.86667,-85.46998 31.866685)",110685802901,Warren Cem Rd,M,S1400
"LINESTRING (-85.46998 31.866685,-85.473751 31.866758,-85.482011 31.871607,-85.482997 31.872191)",110685806579,,,S1400
"LINESTRING (-85.660737 31.709752,-85.660176 31.710112,-85.659144 31.710763,-85.658737 31.711023,-85.658314 31.711278,-85.65788 31.711502,-85.657421 31.711694,-85.656948 31.711858,-85.655741 31.712214,-85.655011 31.712417,-85.653878 31.712745,-85.65354 31.712852,-85.651634 31.713405,-85.651362 31.713484,-85.648461 31.714319,-85.648016 31.714442,-85.647724 31.714532)",110685801744,Brundidge St,M,S1200
"LINESTRING (-85.588676 31.704415,-85.588586 31.704459,-85.586811 31.704724,-85.586389 31.704794,-85.585974 31.704888,-85.585577 31.705021,-85.585201 31.705195,-85.585 31.705314,-85.584849 31.705404,-85.584528 31.705643,-85.584247 31.705916,-85.583996 31.706211,-85.583029 31.707415,-85.582768 31.707709,-85.582475 31.707977,-85.58215 31.708214,-85.58179 31.708416,-85.581406 31.70858,-85.581001 31.708706,-85.580584 31.708793,-85.580158 31.708837,-85.579306 31.708901,-85.578452 31.708961,-85.577596 31.709007,-85.57717 31.709024,-85.576739 31.709036,-85.575029 31.709061,-85.574602 31.709074,-85.574182 31.709109,-85.573797 31.709171,-85.573494 31.709245,-85.573174 31.709344,-85.572708 31.709526,-85.572268 31.709752,-85.571863 31.71002,-85.571673 31.710168,-85.571493 31.710324,-85.571161 31.710656,-85.569908 31.712044,-85.569859 31.712097,-85.569588 31.712391,-85.569421 31.712556,-85.569236 31.712708,-85.568837 31.712976,-85.568396 31.713191,-85.568162 31.713279,-85.56768 31.713417,-85.567184 31.713502,-85.566678 31.713573,-85.566365 31.713619,-85.564913 31.713833,-85.564664 31.713879,-85.564412 31.713934,-85.563927 31.714076,-85.563463 31.71426,-85.563019 31.714478,-85.5626 31.714734,-85.562215 31.715025,-85.561867 31.715347,-85.561706 31.715518,-85.561554 31.715695,-85.561413 31.715876,-85.561281 31.716062,-85.56116 31.716213,-85.561105 31.716301,-85.561055 31.716399,-85.560995 31.716534,-85.560956 31.716652,-85.560771 31.717157,-85.560334 31.718649,-85.55997 31.719923,-85.559866 31.720192)",110685802134,Cr-23,M,S1400
"LINESTRING (-85.687104 31.622292,-85.687319 31.622528,-85.687427 31.622637,-85.687762 31.622961,-85.688115 31.623279,-85.6883 31.623431,-85.688491 31.623576,-85.688688 31.623716,-85.688891 31.62385,-85.689287 31.624122,-85.689486 31.624253,-85.690333 31.624734,-85.690614 31.624901,-85.69153 31.625437,-85.691753 31.625547,-85.692062 31.625672,-85.692376 31.625766,-85.693359 31.625993,-85.694595 31.626269,-85.69476 31.626309,-85.695006 31.626362,-85.695751 31.626508,-85.69641 31.626654,-85.698221 31.627066,-85.69847 31.627115,-85.698722 31.627153,-85.698976 31.627184,-85.699231 31.62721,-85.699995 31.627275,-85.700022 31.627279,-85.700243 31.627316,-85.700403 31.627368,-85.700544 31.627447,-85.700666 31.62755,-85.700991 31.627888,-85.701268 31.628169,-85.701503 31.628384,-85.701697 31.628531,-85.701839 31.628614,-85.702064 31.628716,-85.702304 31.628784,-85.702471 31.62881,-85.702985 31.628786,-85.703241 31.628748,-85.703741 31.628654,-85.703814 31.628647,-85.703998 31.628642,-85.704106 31.62865,-85.704316 31.628655,-85.704994 31.628718,-85.705499 31.628778,-85.706426 31.62888,-85.707099 31.628969,-85.70735 31.628995,-85.707604 31.629013,-85.708026 31.629051,-85.708197 31.629059,-85.708452 31.629063,-85.708709 31.629058,-85.709221 31.629039,-85.709735 31.62903,-85.70999 31.629021,-85.710415 31.629016,-85.71084 31.629027,-85.711011 31.629023,-85.711265 31.629005,-85.711517 31.62897,-85.711941 31.628919,-85.712198 31.628916,-85.712543 31.628895,-85.712714 31.628892,-85.712886 31.628894,-85.713224 31.628918,-85.713306 31.628936,-85.713466 31.628984,-85.713816 31.629193,-85.714041 31.629299,-85.714201 31.629354,-85.714616 31.629443,-85.71487 31.629487,-85.715038 31.629509,-85.715464 31.629551,-85.715633 31.629575,-85.715808 31.629591,-85.715972 31.629581,-85.716143 31.629562,-85.716482 31.62951,-85.716654 31.629487,-85.716853 31.629483)",110685802138,Shanghai Rd,M,S1400
"LINESTRING (-85.449122 31.752232,-85.448915 31.75222,-85.447635 31.752133,-85.44678 31.752086,-85.445929 31.752057,-85.445077 31.752038,-85.443547 31.752025,-85.443373 31.752014)",1103588846121,Co Rd 21,C,S1400
"LINESTRING (-85.611352 31.706902,-85.612174 31.707019,-85.612266 31.707029,-85.612349 31.707047)",110685807019,,,S1400
"LINESTRING (-85.646932 31.714761,-85.647036 31.714926,-85.647082 31.714988,-85.647134 31.715069,-85.647157 31.715121)",110685807737,,,S1740
"LINESTRING (-85.447263 31.672448,-85.447353 31.672444,-85.447472 31.672425,-85.447601 31.67241)",110685803468,Mavis Carroll Rd,M,S1400
"LINESTRING (-85.538053 31.702754,-85.536034 31.702792,-85.535495 31.70298,-85.535359 31.703189,-85.535301 31.703929,-85.535056 31.704322,-85.533977 31.70509,-85.533545 31.705484,-85.533083 31.706294,-85.53276 31.706573)",110685806982,,,S1400
"LINESTRING (-85.51718 31.666044,-85.516024 31.667164)",110685806757,,,S1400
"LINESTRING (-85.546683 31.700921,-85.547231 31.701521,-85.547649 31.70256,-85.547946 31.70443,-85.548738 31.705158,-85.549377 31.706558,-85.549816 31.706992,-85.550252 31.707297)",110685806979,,,S1400
"LINESTRING (-85.610458 31.708803,-85.610358 31.70906,-85.610325 31.709127,-85.610299 31.709194,-85.610133 31.709525,-85.609974 31.709865,-85.609921 31.710005,-85.609836 31.71021,-85.609096 31.712073,-85.609028 31.712289,-85.608926 31.712521,-85.6089 31.712571,-85.608823 31.712721,-85.608707 31.712916,-85.60858 31.713107,-85.608443 31.71329,-85.608299 31.71347,-85.607589 31.714267,-85.607525 31.714341,-85.607361 31.71451,-85.607189 31.714671,-85.60701 31.714828,-85.606269 31.715431,-85.605734 31.715848,-85.605624 31.71593,-85.605162 31.716305,-85.604834 31.71659,-85.604661 31.716752,-85.6045 31.716922,-85.60435 31.717092,-85.604217 31.717278,-85.604099 31.717475,-85.604009 31.717674,-85.603931 31.717883,-85.603867 31.718094,-85.603529 31.719372,-85.603422 31.719734,-85.603225 31.720463,-85.603071 31.721059,-85.602887 31.721747,-85.602391 31.723673,-85.602052 31.724954,-85.601912 31.725593,-85.601899 31.72581,-85.601909 31.726027,-85.601943 31.726243,-85.601994 31.726456,-85.602064 31.726664,-85.602154 31.726868,-85.602237 31.727021,-85.602282 31.727089)",110685802795,Louisville St,M,S1200
"LINESTRING (-85.616697 31.70022,-85.616747 31.700296,-85.616886 31.700338,-85.617044 31.700359,-85.617144 31.700338,-85.617188 31.700279,-85.617178 31.700224,-85.617109 31.700215,-85.61694 31.700186,-85.616697 31.70022)",110685806719,,,S1400
"LINESTRING (-85.61426 31.701296,-85.614392 31.701302,-85.614908 31.701361,-85.615242 31.701382,-85.615403 31.70137)",110685799509,Pike Cir,M,S1400
"LINESTRING (-85.518347 31.666601,-85.519125 31.667064,-85.520543 31.667884,-85.522655 31.669132,-85.523002 31.669344,-85.524764 31.670379,-85.525192 31.670626,-85.525408 31.670741,-85.525937 31.670987,-85.526243 31.671112,-85.526636 31.671256,-85.527033 31.671396,-85.529412 31.672213,-85.532008 31.673098,-85.532641 31.673312,-85.532715 31.673335,-85.532889 31.673376,-85.533285 31.673521,-85.533593 31.673646,-85.533817 31.673753,-85.534035 31.673867,-85.534249 31.673987,-85.534526 31.674159,-85.53479 31.674345,-85.535044 31.674542,-85.535283 31.67475,-85.535453 31.674913,-85.535666 31.67514,-85.535864 31.675377,-85.536043 31.675622,-85.536647 31.676507,-85.537577 31.677826,-85.537916 31.67825,-85.53827 31.678664,-85.538643 31.679069,-85.53902 31.679454,-85.539417 31.679838,-85.539833 31.68021,-85.541159 31.68125,-85.542095 31.681876,-85.542655 31.682213,-85.54332 31.68259,-85.543546 31.682702,-85.544252 31.683096,-85.547777 31.68508,-85.547974 31.685183,-85.548072 31.685235,-85.551089 31.68693,-85.55117 31.686981,-85.551236 31.687012,-85.551515 31.68717,-85.551668 31.687252,-85.552567 31.687763,-85.552727 31.687854,-85.553198 31.688126,-85.553458 31.68827,-85.553794 31.688472,-85.554229 31.688734,-85.554321 31.688781,-85.555191 31.68931,-85.555672 31.689617,-85.555816 31.689703,-85.555897 31.689753,-85.555947 31.689784,-85.557304 31.690645,-85.558403 31.691342,-85.559849 31.69224,-85.561343 31.693124,-85.56149 31.693204,-85.561711 31.693333,-85.561933 31.693465,-85.561972 31.693494,-85.5622 31.693645,-85.563332 31.694296,-85.563523 31.6944,-85.563583 31.694429,-85.563647 31.694467,-85.564414 31.694912,-85.567573 31.696748,-85.567631 31.696781,-85.569065 31.697598,-85.570133 31.698118,-85.570431 31.698237,-85.571308 31.698555,-85.571789 31.698719,-85.571954 31.698769,-85.572119 31.698829,-85.572633 31.698998,-85.577365 31.700593,-85.579029 31.701157,-85.579276 31.70125,-85.57975 31.701408,-85.580151 31.701546,-85.581349 31.701946,-85.583338 31.702619,-85.584795 31.703115,-85.585857 31.703477,-85.58593 31.703504,-85.586099 31.703557,-85.586395 31.703658,-85.587842 31.70414,-85.588676 31.704415,-85.589425 31.704655,-85.590009 31.704839,-85.590147 31.704879,-85.590636 31.705032,-85.590784 31.705073)",110685798618,Co Rd 23,C,S1200
"LINESTRING (-85.607054 31.704992,-85.60703 31.70509,-85.607026 31.705166,-85.607028 31.705525,-85.607019 31.705599,-85.606947 31.705649,-85.606855 31.705651,-85.60668 31.70564,-85.606328 31.705627,-85.606241 31.705652)",110685802064,Phillips Aly,M,S1400
"LINESTRING (-85.561972 31.693494,-85.562147 31.694085,-85.56216 31.694295,-85.56214 31.694461)",110685799478,Matt Rd,M,S1400
"LINESTRING (-85.535575 31.645938,-85.535453 31.646067,-85.535419 31.646138,-85.535399 31.646269,-85.535404 31.646339)",110685802431,Jerusalem Rd,M,S1400
"LINESTRING (-85.552304 31.672279,-85.54932 31.672534,-85.548978 31.672811)",110685807369,,,S1400
"LINESTRING (-85.604705 31.708016,-85.604696 31.707869,-85.604695 31.707719,-85.6047 31.707503,-85.604711 31.707468)",110685801441,Liberty St,M,S1400
"LINESTRING (-85.572063 31.683167,-85.568486 31.682837,-85.567882 31.683004)",110685807614,,,S1740
"LINESTRING (-85.552567 31.687763,-85.552025 31.688429)",110685806570,,,S1400
"LINESTRING (-85.507679 31.663576,-85.508697 31.663187,-85.508885 31.663004,-85.508778 31.662523,-85.508644 31.66234,-85.508323 31.662225,-85.507599 31.662339,-85.507331 31.662545,-85.507224 31.662912,-85.507251 31.663164,-85.507465 31.663508,-85.507679 31.663576)",110685806739,,,S1400
"LINESTRING (-85.507679 31.663576,-85.507697 31.663719,-85.5077 31.663863,-85.507676 31.664006,-85.507637 31.66414)",110685806740,,,S1400
"LINESTRING (-85.48833 31.662633,-85.488763 31.662596,-85.489102 31.662477,-85.4894 31.662327)",110685807662,,,S1740
"LINESTRING (-85.602237 31.727021,-85.602065 31.727017,-85.60181 31.727024,-85.600873 31.727029,-85.600642 31.727029)",110685802746,J W McLean,M,S1400
"LINESTRING (-85.609028 31.712289,-85.609089 31.712305,-85.609185 31.71232,-85.609258 31.712286,-85.609319 31.712236,-85.60942 31.712121,-85.609832 31.711485,-85.610019 31.711152,-85.610184 31.710817,-85.610322 31.710473,-85.610381 31.710177,-85.610403 31.710113,-85.610554 31.709773,-85.610747 31.709447,-85.610971 31.709132,-85.611075 31.709003,-85.611179 31.708874)",110685799799,Depot St,M,S1400
"LINESTRING (-85.603071 31.721059,-85.601421 31.721093)",110685807628,,,S1740
"LINESTRING (-85.612418 31.706592,-85.61255 31.706601,-85.612723 31.706619,-85.612888 31.706642,-85.61308 31.706681)",110685806534,,,S1400
"LINESTRING (-85.612272 31.704646,-85.61246 31.704654,-85.612626 31.704669,-85.612801 31.704682)",110685806584,,,S1400
"LINESTRING (-85.614852 31.703539,-85.613946 31.703562)",110685807727,,,S1740
"LINESTRING (-85.428085 31.713177,-85.428758 31.715069)",110685807687,,,S1740
"LINESTRING (-85.497029 31.654718,-85.496759 31.654628)",110685799021,Cox Rd,M,S1400
"LINESTRING (-85.46733 31.705333,-85.46795 31.704588,-85.468542 31.704067,-85.469464 31.703181,-85.4704 31.702672,-85.471074 31.702401)",110685806971,,,S1400
"LINESTRING (-85.442235 31.709689,-85.44225 31.709905,-85.442283 31.710262,-85.442322 31.710984,-85.442344 31.711852,-85.442327 31.711996,-85.442281 31.712137,-85.442254 31.712203,-85.44224 31.712273,-85.442278 31.712335,-85.442345 31.712387)",110685806948,,,S1400
"LINESTRING (-85.485294 31.70039,-85.486037 31.700348,-85.48913 31.700363)",110685806377,,,S1400
"LINESTRING (-85.417346 31.695775,-85.417606 31.695773,-85.418032 31.695791,-85.418883 31.695857,-85.419304 31.695909,-85.419554 31.695958,-85.419713 31.696012,-85.419862 31.696084,-85.420062 31.69622,-85.420367 31.696476,-85.420961 31.697,-85.42126 31.697258,-85.421566 31.697513,-85.4219 31.697739,-85.422271 31.697923,-85.422665 31.698067,-85.423063 31.698196,-85.423483 31.698267,-85.42391 31.69827,-85.42395 31.698264,-85.424331 31.698208,-85.424734 31.698092,-85.425126 31.697946,-85.425525 31.697818,-85.425833 31.697738)",110685802013,Morrison Rd,M,S1400
"LINESTRING (-85.430211 31.665913,-85.430386 31.666796,-85.431037 31.668236,-85.431496 31.669878,-85.430267 31.671458)",110685807661,,,S1740
"LINESTRING (-85.449449 31.661593,-85.448778 31.661616,-85.448551 31.661679,-85.448398 31.661786)",110685807753,,,S1740
"LINESTRING (-85.461887 31.720908,-85.461952 31.720862,-85.462035 31.720848,-85.462121 31.720846,-85.462371 31.720853,-85.462794 31.720874,-85.463215 31.720911,-85.46363 31.720964,-85.464047 31.721009,-85.464462 31.721076,-85.464866 31.721181,-85.465099 31.721244,-85.465681 31.7214,-85.466167 31.721544,-85.466415 31.7216,-85.466671 31.721607,-85.466923 31.721569,-85.467075 31.721523,-85.467158 31.721478,-85.467299 31.721393,-85.467692 31.721254,-85.467936 31.721187,-85.468245 31.721056,-85.468325 31.721036,-85.468482 31.721037)",1104257839673,Baxter Rd,M,S1400
"LINESTRING (-85.471077 31.641666,-85.470935 31.641618,-85.470855 31.641597,-85.470542 31.641497,-85.470157 31.641355,-85.469386 31.641055,-85.469006 31.640873,-85.468621 31.640709,-85.467445 31.640304,-85.467051 31.640175,-85.466649 31.64006,-85.465416 31.639769,-85.464178 31.639497,-85.463763 31.639424,-85.463337 31.639397,-85.462913 31.639386,-85.46266 31.639407,-85.462494 31.639442,-85.462107 31.639588,-85.461754 31.639792,-85.461078 31.64024,-85.460745 31.640468,-85.460392 31.640677,-85.460007 31.640834,-85.459687 31.640953,-85.459614 31.64098,-85.459259 31.641174,-85.458916 31.641382,-85.458546 31.641549,-85.458168 31.641704,-85.457785 31.641854,-85.457551 31.641963,-85.457415 31.642027,-85.457068 31.642242,-85.457009 31.642292,-85.456979 31.642342,-85.456958 31.642391,-85.456947 31.642477,-85.457006 31.642564,-85.457043 31.64263,-85.457089 31.642771,-85.457096 31.642901,-85.457101 31.64299,-85.457107 31.643357,-85.457122 31.643723,-85.457158 31.644201,-85.457177 31.644454,-85.457231 31.644818,-85.457414 31.645146,-85.457686 31.645429,-85.458125 31.645775,-85.458207 31.645904,-85.458242 31.646048,-85.458254 31.646264,-85.458253 31.64633,-85.458263 31.646451)",110685803422,Coties Reeder Rd,M,S1400
"LINESTRING (-85.430784 31.652445,-85.43087 31.652692,-85.430878 31.653502)",110685806628,,,S1400
"LINESTRING (-85.434191 31.652696,-85.434362 31.653317,-85.434317 31.653953,-85.434137 31.654262,-85.433957 31.655015,-85.433843 31.655593,-85.43382 31.656673,-85.433955 31.657117)",110685807625,,,S1740
"LINESTRING (-85.468373 31.657333,-85.4685 31.657344,-85.468584 31.657338,-85.469429 31.65729,-85.46985 31.657245,-85.470693 31.657136,-85.470861 31.657139,-85.471115 31.65716,-85.471536 31.657214,-85.471957 31.657275,-85.472792 31.657408,-85.473214 31.657464,-85.473636 31.657525,-85.474056 31.657592,-85.474467 31.657683,-85.474868 31.657804,-85.475254 31.657962,-85.475635 31.658123,-85.476022 31.658281,-85.476398 31.658453,-85.476768 31.658635,-85.477113 31.658847,-85.477437 31.659084,-85.478698 31.660068,-85.479086 31.660356,-85.479336 31.660542,-85.47966 31.660775,-85.479997 31.66099,-85.480343 31.661205,-85.48069 31.661414,-85.481042 31.661616,-85.481422 31.66178,-85.481832 31.661874,-85.482251 31.661932,-85.482676 31.66195,-85.483523 31.661935,-85.483938 31.661919,-85.485205 31.66183,-85.48605 31.661779,-85.486431 31.661748,-85.486466 31.661745,-85.48689 31.661716,-85.487739 31.661649,-85.48777 31.661645,-85.488075 31.661603,-85.48816 31.661598,-85.488314 31.661582)",110685800754,School Rd,M,S1400
"LINESTRING (-85.479086 31.660356,-85.478945 31.661444,-85.478958 31.663382,-85.478795 31.663762,-85.478417 31.664261,-85.478172 31.664665,-85.477822 31.664651,-85.477708 31.663853,-85.477408 31.66319,-85.477001 31.662793)",110685807744,,,S1740
"LINESTRING (-85.49684 31.654462,-85.496824 31.654576,-85.496759 31.654628)",110685799020,Cox Rd,M,S1400
"LINESTRING (-85.563777 31.621797,-85.562507 31.621537)",110685801198,Concord Rd,M,S1400
"LINESTRING (-85.660403 31.668955,-85.661196 31.668883,-85.661365 31.668862,-85.661699 31.668802,-85.661864 31.668764,-85.662027 31.668716,-85.662181 31.668652,-85.662327 31.668578,-85.662757 31.668337,-85.662904 31.668264,-85.663987 31.667686,-85.664268 31.667521,-85.664403 31.667432,-85.664722 31.667189,-85.664838 31.667076,-85.664885 31.667014,-85.664946 31.666921,-85.665029 31.666838,-85.665294 31.666664,-85.665424 31.666569,-85.665484 31.666517,-85.665612 31.66637)",110685800319,Church St,M,S1400
"LINESTRING (-85.679482 31.654172,-85.679505 31.654254,-85.679519 31.654346,-85.679529 31.65457,-85.679527 31.655088,-85.679534 31.655965,-85.679531 31.656401,-85.679547 31.65698,-85.679542 31.657271,-85.679524 31.657559,-85.679534 31.6577,-85.679547 31.657768,-85.679589 31.657842,-85.679654 31.657879,-85.679735 31.657892,-85.679829 31.657892,-85.679943 31.657899,-85.68008 31.657902,-85.680339 31.657933,-85.680677 31.657983,-85.681129 31.658121,-85.68151 31.658259,-85.681715 31.658369,-85.681848 31.658421,-85.682034 31.658455,-85.682253 31.65854,-85.682529 31.658654,-85.682866 31.658745)",110685800780,Slater Rd,M,S1400
"LINESTRING (-85.645786 31.649264,-85.645995 31.64933,-85.6464 31.64946,-85.646819 31.649533,-85.647245 31.649573,-85.647486 31.649644,-85.647633 31.649722,-85.647952 31.649965,-85.648277 31.650201,-85.648428 31.650267,-85.648677 31.650316,-85.648924 31.650375,-85.649081 31.65043,-85.649311 31.650529,-85.649465 31.650591,-85.64963 31.650623,-85.649886 31.650634,-85.650741 31.65064,-85.651169 31.650637,-85.652449 31.650653,-85.653021 31.650663,-85.653094 31.650669)",110685800299,Carter Rd,M,S1740
